0.000000000000000000e+00,3.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,4.489000000000000000e+03
0.000000000000000000e+00,2.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,4.863000000000000000e+03
0.000000000000000000e+00,3.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,5.215000000000000000e+03
0.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,5.745000000000000000e+03
0.000000000000000000e+00,3.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,5.541000000000000000e+03
0.000000000000000000e+00,3.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,5.293000000000000000e+03
0.000000000000000000e+00,3.600000000000000000e+01,2.000000000000000000e+00,3.100000000000000000e+01,4.674000000000000000e+03
0.000000000000000000e+00,3.900000000000000000e+01,0.000000000000000000e+00,3.900000000000000000e+01,3.822000000000000000e+03
0.000000000000000000e+00,2.900000000000000000e+01,1.000000000000000000e+00,2.800000000000000000e+01,3.020000000000000000e+03
5.000000000000000000e+00,3.100000000000000000e+01,5.000000000000000000e+00,3.000000000000000000e+01,2.308000000000000000e+03
5.000000000000000000e+00,2.500000000000000000e+01,7.000000000000000000e+00,2.600000000000000000e+01,1.713000000000000000e+03
1.100000000000000000e+01,2.700000000000000000e+01,1.000000000000000000e+01,2.700000000000000000e+01,1.292000000000000000e+03
9.000000000000000000e+00,4.200000000000000000e+01,2.000000000000000000e+01,4.300000000000000000e+01,9.130000000000000000e+02
9.000000000000000000e+00,2.300000000000000000e+01,8.000000000000000000e+00,2.200000000000000000e+01,6.480000000000000000e+02
1.300000000000000000e+01,2.900000000000000000e+01,1.600000000000000000e+01,2.900000000000000000e+01,4.780000000000000000e+02
1.400000000000000000e+01,2.600000000000000000e+01,9.000000000000000000e+00,2.700000000000000000e+01,3.760000000000000000e+02
1.400000000000000000e+01,2.400000000000000000e+01,1.100000000000000000e+01,2.400000000000000000e+01,2.700000000000000000e+02
1.400000000000000000e+01,3.600000000000000000e+01,1.700000000000000000e+01,3.600000000000000000e+01,2.240000000000000000e+02
1.700000000000000000e+01,2.900000000000000000e+01,1.600000000000000000e+01,3.000000000000000000e+01,1.670000000000000000e+02
1.100000000000000000e+01,2.400000000000000000e+01,1.800000000000000000e+01,2.600000000000000000e+01,1.630000000000000000e+02
1.700000000000000000e+01,3.000000000000000000e+01,1.400000000000000000e+01,2.900000000000000000e+01,1.070000000000000000e+02
