0.000000000000000000e+00,3.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,4.563000000000000000e+03
0.000000000000000000e+00,2.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,4.916000000000000000e+03
0.000000000000000000e+00,3.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,5.241000000000000000e+03
0.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,5.604000000000000000e+03
0.000000000000000000e+00,3.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,5.607000000000000000e+03
0.000000000000000000e+00,3.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,5.313000000000000000e+03
0.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00,3.100000000000000000e+01,4.645000000000000000e+03
1.000000000000000000e+00,3.900000000000000000e+01,2.000000000000000000e+00,3.900000000000000000e+01,3.739000000000000000e+03
0.000000000000000000e+00,2.900000000000000000e+01,2.000000000000000000e+00,2.800000000000000000e+01,2.984000000000000000e+03
2.000000000000000000e+00,3.100000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+01,2.324000000000000000e+03
8.000000000000000000e+00,2.500000000000000000e+01,7.000000000000000000e+00,2.600000000000000000e+01,1.740000000000000000e+03
1.000000000000000000e+01,2.700000000000000000e+01,9.000000000000000000e+00,2.700000000000000000e+01,1.195000000000000000e+03
1.700000000000000000e+01,4.200000000000000000e+01,1.700000000000000000e+01,4.300000000000000000e+01,9.050000000000000000e+02
1.100000000000000000e+01,2.300000000000000000e+01,1.100000000000000000e+01,2.200000000000000000e+01,6.790000000000000000e+02
1.300000000000000000e+01,2.900000000000000000e+01,2.000000000000000000e+01,2.900000000000000000e+01,5.450000000000000000e+02
1.300000000000000000e+01,2.600000000000000000e+01,9.000000000000000000e+00,2.700000000000000000e+01,3.580000000000000000e+02
1.100000000000000000e+01,2.400000000000000000e+01,1.400000000000000000e+01,2.400000000000000000e+01,3.060000000000000000e+02
1.400000000000000000e+01,3.600000000000000000e+01,1.800000000000000000e+01,3.600000000000000000e+01,2.090000000000000000e+02
1.200000000000000000e+01,2.900000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+01,1.930000000000000000e+02
1.200000000000000000e+01,2.400000000000000000e+01,1.500000000000000000e+01,2.600000000000000000e+01,1.290000000000000000e+02
1.200000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,2.900000000000000000e+01,1.230000000000000000e+02
1.600000000000000000e+01,2.800000000000000000e+01,1.400000000000000000e+01,2.800000000000000000e+01,8.700000000000000000e+01
1.400000000000000000e+01,2.500000000000000000e+01,1.300000000000000000e+01,2.700000000000000000e+01,9.600000000000000000e+01
8.000000000000000000e+00,2.100000000000000000e+01,1.600000000000000000e+01,2.100000000000000000e+01,8.100000000000000000e+01
1.600000000000000000e+01,2.600000000000000000e+01,1.700000000000000000e+01,2.900000000000000000e+01,7.800000000000000000e+01
1.200000000000000000e+01,2.500000000000000000e+01,1.800000000000000000e+01,2.900000000000000000e+01,6.500000000000000000e+01
1.500000000000000000e+01,2.900000000000000000e+01,1.700000000000000000e+01,2.900000000000000000e+01,6.600000000000000000e+01
1.900000000000000000e+01,3.800000000000000000e+01,1.900000000000000000e+01,3.800000000000000000e+01,8.100000000000000000e+01
1.500000000000000000e+01,3.100000000000000000e+01,1.800000000000000000e+01,3.200000000000000000e+01,5.600000000000000000e+01
1.300000000000000000e+01,3.200000000000000000e+01,2.200000000000000000e+01,3.500000000000000000e+01,6.800000000000000000e+01
1.900000000000000000e+01,3.100000000000000000e+01,1.600000000000000000e+01,3.100000000000000000e+01,7.300000000000000000e+01
1.700000000000000000e+01,2.900000000000000000e+01,1.500000000000000000e+01,2.900000000000000000e+01,5.600000000000000000e+01
1.300000000000000000e+01,2.300000000000000000e+01,1.700000000000000000e+01,2.500000000000000000e+01,8.500000000000000000e+01
1.400000000000000000e+01,2.900000000000000000e+01,1.800000000000000000e+01,3.300000000000000000e+01,6.700000000000000000e+01
1.000000000000000000e+01,2.000000000000000000e+01,1.400000000000000000e+01,1.900000000000000000e+01,7.000000000000000000e+01
1.100000000000000000e+01,2.500000000000000000e+01,1.600000000000000000e+01,2.600000000000000000e+01,5.800000000000000000e+01
1.400000000000000000e+01,2.900000000000000000e+01,2.100000000000000000e+01,3.100000000000000000e+01,5.900000000000000000e+01
1.000000000000000000e+01,2.000000000000000000e+01,1.100000000000000000e+01,2.400000000000000000e+01,6.400000000000000000e+01
1.300000000000000000e+01,2.200000000000000000e+01,1.800000000000000000e+01,2.400000000000000000e+01,4.000000000000000000e+01
1.200000000000000000e+01,2.900000000000000000e+01,2.200000000000000000e+01,3.100000000000000000e+01,3.600000000000000000e+01
1.200000000000000000e+01,2.800000000000000000e+01,1.600000000000000000e+01,2.800000000000000000e+01,4.100000000000000000e+01
1.500000000000000000e+01,2.800000000000000000e+01,1.900000000000000000e+01,3.000000000000000000e+01,3.800000000000000000e+01
1.700000000000000000e+01,3.800000000000000000e+01,2.000000000000000000e+01,3.900000000000000000e+01,3.400000000000000000e+01
1.300000000000000000e+01,2.400000000000000000e+01,1.900000000000000000e+01,3.000000000000000000e+01,2.800000000000000000e+01
1.200000000000000000e+01,2.500000000000000000e+01,1.600000000000000000e+01,2.600000000000000000e+01,2.600000000000000000e+01
1.200000000000000000e+01,2.600000000000000000e+01,2.200000000000000000e+01,3.200000000000000000e+01,1.800000000000000000e+01
1.400000000000000000e+01,2.900000000000000000e+01,2.100000000000000000e+01,3.200000000000000000e+01,1.600000000000000000e+01
1.900000000000000000e+01,2.400000000000000000e+01,1.100000000000000000e+01,2.500000000000000000e+01,1.500000000000000000e+01
5.000000000000000000e+00,1.600000000000000000e+01,1.100000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01
1.100000000000000000e+01,2.200000000000000000e+01,1.400000000000000000e+01,2.400000000000000000e+01,9.000000000000000000e+00
1.300000000000000000e+01,3.000000000000000000e+01,2.000000000000000000e+01,3.100000000000000000e+01,6.000000000000000000e+00
1.500000000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01,2.400000000000000000e+01,6.000000000000000000e+00
1.300000000000000000e+01,2.900000000000000000e+01,1.800000000000000000e+01,2.800000000000000000e+01,1.000000000000000000e+01
1.600000000000000000e+01,3.300000000000000000e+01,2.300000000000000000e+01,3.300000000000000000e+01,5.000000000000000000e+00
1.100000000000000000e+01,2.800000000000000000e+01,1.700000000000000000e+01,3.100000000000000000e+01,6.000000000000000000e+00
1.000000000000000000e+01,2.100000000000000000e+01,1.600000000000000000e+01,2.500000000000000000e+01,4.000000000000000000e+00
1.000000000000000000e+01,2.500000000000000000e+01,1.800000000000000000e+01,2.400000000000000000e+01,5.000000000000000000e+00
1.400000000000000000e+01,2.700000000000000000e+01,2.000000000000000000e+01,3.100000000000000000e+01,5.000000000000000000e+00
1.000000000000000000e+01,2.300000000000000000e+01,2.000000000000000000e+01,2.400000000000000000e+01,4.000000000000000000e+00
1.500000000000000000e+01,2.400000000000000000e+01,2.000000000000000000e+01,2.800000000000000000e+01,0.000000000000000000e+00
